Egendomstyp;Rubrik;Utropspris (kr);Startpris (kr);Utlämningsform;Försäljningsform;Försäljningsort;Försäljningsslut;Betalat belopp (kr);Vill ha frakt
Kökstillbehör & Porslin;Karaffställ med två karaffer;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;500;Nej
Antikt & Konst;Litografi Elis Ryberg;1 000,00;200,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;650;Nej
Antikt & Konst;Tavla Espen Eiborg;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;5000;Nej
Kökstillbehör & Porslin;Tecermonimugg i stengods;1 200,00;300,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;325;Nej
Kökstillbehör & Porslin;Fat på fot i stengods;2 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;500;Nej
Kökstillbehör & Porslin;Urna av Wakao Toshisada ;8 000,00;2 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;2700;Nej
Verktyg;Borr och bits uppsättning ;700,00;300,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;800;Nej
Övrigt;Skyddsväst från Elite Armor;2 000,00;1 000,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;1500;Ja
Övrigt;Skyddsväst CPE Diamond RPS1;4 000,00;2 000,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;2000;Nej
Antikt & Konst;Tavla Lena Linderholm.;800,00;200,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;475;Nej
Gitarr/Bas/Förstärkare;Gitarr Cataluna SGN-C61NS.;1 300,00;300,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;375;Nej
Foto & Videokameror;Nikon 1 V1 Digital Camera;1 800,00;400,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;800;Nej
Övrigt (Möbler & Heminredning);Iittala Aslak Shot Glass 6 st.;780,00;200,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;250;Nej
Övrigt;Skyddsväst Point Blank Elite;7 500,00;1 800,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;1900;Nej
TV & Projektor;LED-TV  Philips ;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;6200;Nej
Gitarr/Bas/Förstärkare;Gitarr Tanglewood ;1 500,00;800,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;800;Nej
Gitarr/Bas/Förstärkare;Elbas Ibanez Gio Soundgear;1 500,00;800,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;1300;Nej
Gitarr/Bas/Förstärkare;Elgitarr Gibson Epiphone ;1 500,00;800,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;1000;Nej
Gitarr/Bas/Förstärkare;Elgitarr Eastone ;1 500,00;800,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;800;Nej
Antikt & Konst;Tavla Espen Eiborg;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;39000;Nej
Blåsinstrument;Buescher Saxophone;17 000,00;9 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Sundbyberg;2020-02-19;9000;Ja
Övrigt (Ljud & Bild);Belysning Neewer light ;1 300,00;300,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;800;Nej
Verktyg;Slagborrmaskin Bosch ;1 000,00;500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;1400;Ja
Övrigt;VR-Glasögon Oculus ;1 000,00;500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-02-19;900;Ja
Antikt & Konst;Två trälådor ;1 800,00;900,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-02-19;1400;Ja
Telefoner;iPhone 11 64GB;8 700,00;4 000,00;Kan skickas, [Wellåda 1B (320x225x95)];Intern Nätauktion;Sundbyberg;2020-02-19;8200;Ja
Foto & Videokameror;Kamerahus Canon 70D;4 000,00;2 000,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;2300;Ja
Telefoner;Apple iPhone XR ( A2105 );8 000,00;4 000,00;Kan skickas, [Wellåda 1B (320x225x95)];Intern Nätauktion;Sundbyberg;2020-02-19;4200;Nej
Telefoner;iPhone 11 256 GB;11 000,00;5 000,00;Kan skickas, [Wellåda 1B (320x225x95)];Intern Nätauktion;Sundbyberg;2020-02-19;8600;Ja
Klockor;Armbandsur Certina ;5 500,00;2 200,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-02-19;3700;Ja
Verktyg;Diamantborrsats Tebo Dry ;600,00;30,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;1500;Nej
Verktyg;Diamantsåg Tebo ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;700;Nej
Verktyg;Diverse verktyg ;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;5000;Nej
Verktyg;Omrörare Collomix Xo 1;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;700;Nej
Verktyg;Tigersåg Berner BSS 1200;2 000,00;1 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-02-19;1000;Nej
Verktyg;Skruvdragare Hitachi;1 500,00;700,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;1100;Ja
Verktyg;Borrmaskin Hilti TE 6-S ;1 000,00;500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;750;Nej
Övrigt (Datorer & TV-spel);Hologram Realfiction HD3;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;3200;Nej
Övrigt (Ljud & Bild);Hologram Displayer;2 000,00;1 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Sundbyberg;2020-02-19;2300;Nej
Verktyg;Verktygslåda Hot Deal;600,00;30,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;425;Nej
Övrigt (Datorer & TV-spel);Reality glasses Epson;3 500,00;1 700,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-02-19;3200;Nej
Övrigt (Datorer & TV-spel);Färgskrivare Samsung;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;750;Nej
Övrigt;Robotdammsugare Neato;2 500,00;1 200,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Sundbyberg;2020-02-19;2100;Nej
Övrigt;3D-skrivare Flashforge Creator;5 000,00;2 500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;5200;Nej
Övrigt (Datorer & TV-spel);Studiomikrofon Røde NT-USB ;1 000,00;500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-02-19;700;Nej
Restaurang & Café;Dryckeskylskåp Bozz ;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;1300;Nej
Foto & Videokameror; Kamera Nikon Coolpix B 700;1 000,00;500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-02-19;1000;Ja
Stereo & Surround;Högtalare Sonos;3 000,00;1 500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;3500;Ja
Stereo & Surround;Högtalare Sonos;2 000,00;1 000,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;4500;Ja
Stereo & Surround;Högtalare Sonos;1 000,00;500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-02-19;1700;Ja
Antikt & Konst;Tre glasskulpturer ;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;1700;Nej
Antikt & Konst;Karaff Kosta Boda ;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;600;Nej
Stereo & Surround;Högtalare Marshall;1 200,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-02-19;1000;Ja
Foto & Videokameror;Kameraobjektiv Canon;3 500,00;1 700,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-02-19;1900;Nej
Övrigt;Parfym märkt Lagerfeld Classic;1 300,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-02-19;800;Ja
Belysning;Bordslampa Panthella.;5 000,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;1100;Nej
Belysning;Taklampa märkt Snowball;12 000,00;6 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;7200;Nej
Antikt & Konst;Ljusstake Orrefors  ;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;600;Nej
Antikt & Konst;Glasskulptur ;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;2800;Nej
Kökstillbehör & Porslin;Orrefors glas 6 st ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;750;Nej
Kökstillbehör & Porslin;"Knivställ med knivar ""Global""";3 000,00;1 500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-02-19;3100;Nej
Antikt & Konst;Tavla Christian Beijer;2 500,00;1 300,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;2200;Nej
Personbil;Hyundai i30 1.6 GDI Kombi ;90 000,00;45 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;73000;Nej
Personbil;Mercedes-Benz E55 AMG ;66 000,00;33 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;146000;Nej
Personbil;Mercedes-Benz SL 350;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;100000;Nej
Personbil;Mercedes-Benz 906BB35;65 000,00;33 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;41000;Nej
Personbil;Maserati Grancabrio sport;790 000,00;395 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-02-19;665000;Nej
Övrigt (Inventarier, Maskiner, Varupartier);A.R.C. Laser FOX;35 000,00;8 400,00;Ska hämtas;Intern Nätauktion;Linköping;2020-02-19;10250;Nej
Personbil;DAEWOO MATIZ;20 000,00;10 000,00;Ska hämtas;Intern Nätauktion;Linköping;2020-02-19;16000;Nej
Personbil;VW Golf GT TSI;30 000,00;15 000,00;Ska hämtas;Intern Nätauktion;Linköping;2020-02-19;26000;Nej
Personbil;Mini Cooper ;70 000,00;35 000,00;Ska hämtas;Intern Nätauktion;Linköping;2020-02-19;73500;Nej
Lastbil & Buss;Renault Master;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Södertälje;2020-02-20;29000;Nej
Lätt lastbil;Mercedes-Benz 906 OK;70 000,00;35 000,00;Ska hämtas;Intern Nätauktion;Södertälje;2020-02-20;60500;Nej
Verktyg;Sticksåg AEG ;1 200,00;600,00;Kan skickas, [Wellåda 4B (560x330x406)];Intern Nätauktion;Södertälje;2020-02-20;650;Nej
Verktyg;Verktygskit Makita ;5 500,00;2 800,00;Ska hämtas;Intern Nätauktion;Södertälje;2020-02-20;4500;Nej
Verktyg;Spikpistol med tillbehör Ryobi;3 280,00;1 600,00;Kan skickas, [Wellåda 4B (560x330x406)];Intern Nätauktion;Södertälje;2020-02-20;2800;Nej
Personbil;Mercedes-Benz CLA 220 D AMG;220 000,00;110 000,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;250000;Nej
Restaurang & Café;Serveringsvagn varmhållning;1 000,00;250,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;250;Nej
Restaurang & Café;Deg/potatismos blandare;4 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;1000;Nej
Restaurang & Café;Kylbänk märkt Forcar S900;2 000,00;500,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;500;Nej
Personbil;BMW 523I SEDAN;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;78000;Nej
Personbil;Volvo V70;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;9600;Nej
Stereo & Surround;1 par högtalare ;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;550;Nej
Racercykel;Specialzed Diverge A1 58 cm;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;3800;Nej
Foto & Videokameror;Sony videokamera FDR-AX53;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;1600;Nej
Foto & Videokameror;Panasonic Lumix 4K-kamera;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;1000;Nej
Stereo & Surround;Krk Rokit 8 studio monitors  ;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;1300;Nej
Stereo & Surround;Subwoofer XTZ 99 W10.16;700,00;300,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;600;Nej
Stereo & Surround;Bose slutsteg;700,00;300,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;650;Nej
Foto & Videokameror;Canon EOS 7D (blixt/objektiv);6 000,00;3 000,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;3000;Nej
Smycken;Klackring 18 karat;1 100,00;700,00;Kan skickas, [Vadderad påse B (340x470)];Intern Nätauktion;Borås;2020-02-20;1300;Ja
Övrigt;Dalahäst;700,00;300,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;400;Nej
Övrigt (Ljud & Bild);Sony VR-glasögon;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-20;550;Ja
Lätt lastbil;Mercedes Benz 315 CDI;20 000,00;10 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2020-02-21;38500;Nej
Personbil;VW Passat TDI Kombi;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2020-02-21;24000;Nej
Personbil;Chevrolet  Nat Phaeton ;200 000,00;100 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2020-02-21;162000;Nej
Motorcykel Custom;Harley Davidson FXR ;100 000,00;50 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2020-02-21;73000;Nej
Lantbruksmaskiner;Traktor Fiat 580;20 000,00;10 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2020-02-21;26000;Nej
Smycken;Diverse smycken;850,00;400,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uddevalla;2020-02-21;950;Ja
Smycken;Armlänk i guld 18K;4 800,00;3 800,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uddevalla;2020-02-21;5400;Ja
Smycken;Armlänk i vitt guld;5 800,00;4 600,00;Kan skickas, [Vadderad påse B (340x470)];Intern Nätauktion;Uddevalla;2020-02-21;8400;Ja
Smycken;Guldlänk 18K;2 700,00;1 800,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uddevalla;2020-02-21;3100;Ja
Personbil;Oldsmobile Ninety eight;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Jönköping;2020-02-21;92000;Nej
Personbilssläp;Släpvagn med kåpa Thule B02;15 000,00;7 400,00;Ska hämtas;Intern Nätauktion;Örebro;2020-02-24;15500;Nej
Övrigt (Bygg & Trädgård);Arbetsbelysning Stanley ;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Örebro;2020-02-24;700;Nej
Reservdelar (MC);Koppling Rekluse;7 000,00;3 600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Örebro;2020-02-24;3600;Nej
Hjälm/Skydd/Kläder (MC);Cross stövlar Alpinestar;1 800,00;900,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Örebro;2020-02-24;1600;Nej
Övrigt (Bildelar & Biltillbehör);Extraljus SIM3227;600,00;30,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Örebro;2020-02-24;350;Nej
Övrigt;Hetvattenstvätt Kränzle 870 T;15 000,00;7 600,00;Ska hämtas;Intern Nätauktion;Örebro;2020-02-24;19000;Nej
Däck & Fälg (MC);3 Michelin crossdäck.;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Örebro;2020-02-24;1400;Nej
Övriga cyklar;"Elcykel Renark eWheel 26""";2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Örebro;2020-02-24;5000;Nej
Verktyg;Makita verktyg;800,00;400,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Örebro;2020-02-24;650;Ja
Reservdelar (MC);Låda med motocrossreservdelar;1 800,00;900,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Örebro;2020-02-24;1900;Nej
Verktyg;Mutterdragare Rodcraft;1 800,00;900,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Örebro;2020-02-24;1300;Ja
Övrigt;Grovdammsugare Kärcher;800,00;400,00;Ska hämtas;Intern Nätauktion;Örebro;2020-02-24;750;Nej
Verktyg;Skruvdragare Bosch ;1 000,00;500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Örebro;2020-02-24;1100;Nej
Verktyg;Skruvdragare Bosch ;900,00;450,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Örebro;2020-02-24;1000;Nej
Verktyg;Verktygspaket;800,00;400,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Örebro;2020-02-24;500;Nej
Mopeder;Elscooter SXT 1000W turbo.;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Örebro;2020-02-24;3100;Nej
Mopeder;Monark Sachs MCB 1209;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Örebro;2020-02-24;8200;Nej
Hjälm/Skydd/Kläder (MC);Crossjackor;4 000,00;1 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Örebro;2020-02-24;1500;Nej
Kläder & Skor;Jacka märkt Canada Goose;4 000,00;1 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Örebro;2020-02-24;1300;Ja
Gitarr/Bas/Förstärkare;Elbas av märket Cort;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Örebro;2020-02-24;500;Nej
Övrigt (Hobby & Samlarprylar);Campingstolar Husqvarna;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Örebro;2020-02-24;1000;Nej
Frimärken & Mynt;Myntsamling 1875-1970;4 000,00;2 800,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Kalmar;2020-02-25;8200;Ja
Lätt lastbil;Iveco Daily Van 3.0 JTD;80 000,00;40 000,00;Ska hämtas;Intern Nätauktion;Kalmar;2020-02-25;54000;Nej
Husbil;Husbil Renault Home-Car P592;230 000,00;115 000,00;Ska hämtas;Intern Nätauktion;Kalmar;2020-02-25;205000;Nej
Herrcykel;Cykel av märke Hercules;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Kalmar;2020-02-25;850;Nej
Träning & Hälsa;Träningsmattor;2 500,00;1 300,00;Ska hämtas;Intern Nätauktion;Kalmar;2020-02-25;2600;Nej
Utrustning (Hästar & Ridsport);Westernsadel;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Kalmar;2020-02-25;500;Nej
Foto & Videokameror;Kamera Mamiya 645 ;3 000,00;1 500,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Kristianstad;2020-02-25;3600;Ja
Stereo & Surround;Subwoofer;3 500,00;1 700,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Kristianstad;2020-02-25;1700;Ja
Blueray/DVD-spelare;Sony Hemmabiosystem DAV-DZ660 ;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;750;Nej
Gitarr/Bas/Förstärkare;Gitarr Washburn;3 500,00;800,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;800;Nej
Belysning;Ljuskrona i malm;3 500,00;800,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;850;Nej
Foto & Videokameror;Systemkamera Canon ;2 500,00;1 200,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Kristianstad;2020-02-25;1900;Nej
Kombinationsgevär;Kombinationsgevär Brno;4 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;1900;Nej
Trädgårdsmaskiner;Snöslunga Toro 828 OXE;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;5400;Nej
Trädgårdsmaskiner;Grästrimmer Meec;600,00;30,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;225;Nej
Verktyg;Motorsåg Husqvarna;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;1300;Nej
Verktyg;DeWalt Skruvdragare DCD791  ;2 500,00;1 200,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Kristianstad;2020-02-25;3000;Nej
Verktyg;Slagborr Hitachi ;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Kristianstad;2020-02-25;700;Ja
Motor & Propeller;Yamaha båtmotor ;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;2100;Nej
Trädgårdsmaskiner;Häcksax;2 000,00;500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;550;Nej
Mountainbike;Mountainbike Scott;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;2200;Ja
Damcykel;Elcykel ;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;1500;Nej
Trädgårdsmaskiner;Grästrimmer Stihl ;2 000,00;500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;1100;Nej
Trädgårdsmaskiner;Gräsklippare Honda HRS536c;4 000,00;2 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;2000;Nej
Övrigt (Bygg & Trädgård);Elverk Honda;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;4000;Nej
Djurtransport;Hästsläp Gaupen H21500;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;10750;Nej
Mopeder;Moped Viarelli Rivetto;12 000,00;6 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;7400;Nej
Personbil;Land Rover Freelander 1.8;15 000,00;7 600,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;17250;Nej
Trädgårdsmaskiner;Åkgräsklippare Husqvarna;7 000,00;3 500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;7200;Nej
Personbilssläp;Gallersläp Wiola;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;7600;Nej
Personbilssläp;Släp modell Variant;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;44000;Nej
Personbilssläp;Matvagn;40 000,00;10 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;14750;Nej
Övrigt (Motorcyklar);Yamaha FZ 750 1FN;20 000,00;10 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;13000;Nej
Personbil;Renault Clio;27 000,00;13 500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;26000;Nej
Övrigt (Motorcyklar);Motocross Husqvarna;30 000,00;15 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;22500;Nej
Trädgård & Uteplats;Spabad Ique of Sweden ;42 800,00;10 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;10500;Nej
Lantbruksmaskiner;Claas Balpress;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;25000;Nej
Personbil;Volkswagen Passat;175 000,00;85 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;220000;Nej
Personbil;Pontiac Firebird V8;60 000,00;30 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;30500;Nej
Personbil;KIA SPORTAGE 2,0 CRDI EX;100 000,00;50 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;116000;Nej
Personbil;"Volkswagen Tiguan	R-line";124 000,00;62 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2020-02-25;123000;Nej
Personbil;VOLVO S60;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Växjö;2020-02-26;61500;Nej
Pistol/revolver;Revolver Arminius ;1 900,00;500,00;Ska hämtas;Intern Nätauktion;Haparanda;2020-02-26;500;Nej
Kulgevär;Kulgevär Remington;4 000,00;2 000,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;2500;Nej
Hagelgevär;Hagelgevär Beretta A 350;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;3700;Nej
Kulgevär;Kulgevär Krico ;5 000,00;1 200,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;3500;Nej
Kulgevär;Kulgevär Browning;15 000,00;7 600,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;7600;Nej
Hagelgevär;Simson Sühl;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;1000;Nej
Kulgevär;Kulgevär Browning Bar Light ;12 000,00;6 000,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;6200;Nej
TV & Projektor;OLED-TV LG;35 000,00;9 000,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;9000;Nej
Hagelgevär;Pumphagel Winchster;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;3200;Nej
Motorcykel Sport;BMW R 1200 ST;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;37000;Nej
Övrigt;Pizzeriaverksamhet;150 000,00;75 000,00;Ska hämtas;Intern Nätauktion;Borås;2020-02-27;630000;Nej
Personbil;Kia Picanto ;18 000,00;9 000,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;15250;Nej
Personbil;Suzuki SX 4;90 000,00;45 000,00;Ska hämtas;Intern Nätauktion;Karlskrona;2020-02-27;101000;Nej
